change_id,old_name,new_name,item_type,module,model,change_scope,impact_type,context,confidence,parent_change_id,validation_status
532,_compute_sale_order_count,_compute_count_sale_order,method,sale_purchase_stock,purchase.order,super_call,inheritance,_compute_sale_order_count,0.833,214,approved
218,_compute_sale_order_count,_compute_count_sale_order,method,sale_purchase_stock,purchase.order,declaration,primary,,0.9,,auto_approved
533,_compute_sale_order_count,_compute_count_sale_order,method,sale_purchase_stock,purchase.order,super_call,inheritance,_compute_sale_order_count,0.833,218,approved
216,_compute_purchase_order_count,_compute_count_purchase_order,method,sale_purchase,sale.order,declaration,primary,,0.9,,auto_approved
534,_compute_purchase_order_count,_compute_count_purchase_order,method,sale_purchase_stock,sale.order,super_call,inheritance,_compute_purchase_order_count,0.833,216,approved
219,_compute_purchase_order_count,_compute_count_purchase_order,method,sale_purchase_stock,sale.order,declaration,primary,,0.9,,auto_approved
535,_compute_purchase_order_count,_compute_count_purchase_order,method,sale_purchase_stock,sale.order,super_call,inheritance,_compute_purchase_order_count,0.833,219,approved
220,incoterm,incoterm_id,field,sale_stock,sale.order,declaration,primary,,1,,auto_approved
536,incoterm,incoterm_id,field,sale_stock,sale.order,reference,self_reference,_prepare_invoice,0.9,220,auto_approved
221,effective_date,date_effective,field,sale_stock,sale.order,declaration,primary,,0.9,,auto_approved
537,effective_date,date_effective,field,sale_stock,sale.order,reference,self_reference,_prepare_invoice,0.882,221,approved
222,free_qty_today,qty_free_today,field,sale_stock,sale.order.line,declaration,primary,,0.9,,auto_approved
223,forecast_expected_date,date_planned_forecast,field,sale_stock,sale.order.line,declaration,primary,,0.9,,auto_approved
225,sale_order_count,count_sale_order,field,sale_stock,stock.lot,declaration,primary,,0.9,,auto_approved
226,action_view_delivery,action_view_picking,method,sale_stock,sale.order,declaration,primary,,1,,auto_approved
248,action_view_delivery,action_view_picking,method,stock_dropshipping,sale.order,declaration,primary,,1,,auto_approved
228,_compute_effective_date,_compute_date_effective,method,sale_stock,sale.order,declaration,primary,,0.9,,auto_approved
235,reservation_date,date_reservation,field,stock,stock.move,declaration,primary,,0.9,,auto_approved
540,reservation_date,date_reservation,field,mrp,stock.move,reference,self_reference,_get_backorder_move_vals,0.882,235,approved
541,reservation_date,date_reservation,field,stock,stock.move,reference,self_reference,_should_assign_at_confirm,0.882,235,approved
236,delay_alert_date,date_delay_alert,field,stock,stock.move,declaration,primary,,0.9,,auto_approved
238,delay_alert_date,date_delay_alert,field,stock,stock.picking,declaration,primary,,0.9,,auto_approved
239,_compute_reservation_date,_compute_date_reservation,method,stock,stock.move,declaration,primary,,0.9,,auto_approved
240,_compute_delay_alert_date,_compute_date_delay_alert,method,stock,stock.move,declaration,primary,,0.9,,auto_approved
241,_compute_bulk_weight,_compute_weight_bulk,method,stock,stock.picking,declaration,primary,,1,,auto_approved
242,_search_delay_alert_date,_search_date_delay_alert,method,stock,stock.picking,declaration,primary,,0.9,,auto_approved
243,_compute_delay_alert_date,_compute_date_delay_alert,method,stock,stock.picking,declaration,primary,,0.9,,auto_approved
3,vehicle_log_service_ids,vehicle_log_ids,field,account_fleet,account.move.line,declaration,primary,,0.767,,approved
163,_action_confirm,_hook_action_confirm,method,sale,sale.order,declaration,primary,,0.767,,approved
256,_action_confirm,_hook_action_confirm,method,delivery,sale.order,super_call,inheritance,_action_confirm,0.81,163,approved
257,_action_confirm,_hook_action_confirm,method,sale_project,sale.order,super_call,inheritance,_action_confirm,0.81,163,approved
258,_action_confirm,_hook_action_confirm,method,sale_purchase,sale.order,super_call,inheritance,_action_confirm,0.81,163,approved
259,_action_confirm,_hook_action_confirm,method,sale_stock,sale.order,super_call,inheritance,_action_confirm,0.81,163,approved
4,_action_confirm,_hook_action_confirm,method,delivery,sale.order,declaration,inheritance,,0.767,163,approved
209,_action_confirm,_hook_action_confirm,method,sale_project,sale.order,declaration,inheritance,,0.767,163,approved
217,_action_confirm,_hook_action_confirm,method,sale_purchase,sale.order,declaration,inheritance,,0.767,163,approved
231,_action_confirm,_hook_action_confirm,method,sale_stock,sale.order,declaration,inheritance,,0.767,163,approved
169,_get_update_prices_lines,_get_order_lines_price_updatable,method,sale,sale.order,declaration,primary,,0.6,,approved
261,_get_update_prices_lines,_get_order_lines_price_updatable,method,sale,sale.order,call,self_call,_recompute_prices,0.828,169,approved
260,_get_update_prices_lines,_get_order_lines_price_updatable,method,delivery,sale.order,super_call,inheritance,_get_update_prices_lines,0.782,169,approved
5,_get_update_prices_lines,_get_order_lines_price_updatable,method,delivery,sale.order,declaration,inheritance,,0.6,169,approved
191,_compute_product_uom_readonly,_compute_product_uom_updatable,method,sale,sale.order.line,declaration,primary,,0.7,,approved
265,_compute_product_uom_readonly,_compute_product_uom_updatable,method,event_sale,sale.order.line,super_call,inheritance,_compute_product_uom_readonly,0.799,191,approved
8,_compute_product_uom_readonly,_compute_product_uom_updatable,method,event_sale,sale.order.line,declaration,inheritance,,0.7,191,approved
9,log_services,log_ids,field,fleet,fleet.vehicle,declaration,primary,,0.6,,approved
10,log_drivers,log_ids,field,fleet,fleet.vehicle,declaration,primary,,0.6,,approved
11,log_contracts,log_ids,field,fleet,fleet.vehicle,declaration,primary,,0.6,,approved
13,action_accept_driver_change,accept_driver_change,method,fleet,fleet.vehicle,declaration,primary,,0.85,,approved
14,return_action_to_open,action_view_service_logs,method,fleet,fleet.vehicle,declaration,primary,,0.767,,approved
15,_set_odometer,_compute_odometer,method,fleet,fleet.vehicle,declaration,primary,,0.6,,approved
16,_get_odometer,_compute_odometer,method,fleet,fleet.vehicle,declaration,primary,,0.6,,approved
19,_compute_invoice_status,_compute_invoice_state,method,point_of_sale,pos.order,declaration,primary,,0.85,,approved
193,_compute_untaxed_amount_invoiced,_compute_invoice_amounts,method,sale,sale.order.line,declaration,primary,,0.6,,approved
274,_compute_untaxed_amount_invoiced,_compute_invoice_amounts,method,pos_sale,sale.order.line,super_call,inheritance,_compute_untaxed_amount_invoiced,0.782,193,approved
21,_compute_untaxed_amount_invoiced,_compute_invoice_amounts,method,pos_sale,sale.order.line,declaration,inheritance,,0.6,193,approved
22,number_related_products,count_product_tmpl_ids,field,product,product.attribute,declaration,primary,,0.533,,approved
275,number_related_products,count_product_tmpl_ids,field,product,product.attribute,reference,self_reference,_onchange_display_type,0.816,22,approved
35,_compute_number_related_products,_compute_count_product_tmpl_ids,method,product,product.attribute,declaration,primary,,0.604,,approved
36,_compute_products,_compute_product_tmpl_ids,method,product,product.attribute,declaration,primary,,0.6,,approved
45,_compute_item_count,_compute_count_pricelist_item,method,product,product.template,declaration,primary,,0.85,,approved
48,_prepare_picking,_prepare_picking_vals,method,project_purchase_stock,purchase.order,declaration,primary,,0.767,,approved
282,_prepare_picking,_prepare_picking_vals,method,project_purchase_stock,purchase.order,super_call,inheritance,_prepare_picking,0.81,48,approved
108,_prepare_picking,_prepare_picking_vals,method,purchase_stock,purchase.order,declaration,primary,,0.767,,approved
283,_prepare_picking,_prepare_picking_vals,method,project_purchase_stock,purchase.order,super_call,inheritance,_prepare_picking,0.81,108,approved
50,purchase_order_name,purchase_order_id,field,purchase,account.move,declaration,primary,,0.767,,approved
51,purchase_vendor_bill_id,purchase_bill_union_id,field,purchase,account.move,declaration,primary,,0.6,,approved
284,purchase_vendor_bill_id,purchase_bill_union_id,field,purchase,account.move,reference,self_reference,_onchange_purchase_auto_complete,0.828,51,approved
52,purchase_id,purchase_order_id,field,purchase,account.move,declaration,primary,,0.6,,approved
289,purchase_id,purchase_order_id,field,purchase,account.move,reference,self_reference,_onchange_purchase_auto_complete,0.828,52,approved
54,purchased_product_qty,qty_purchased,field,purchase,product.template,declaration,primary,,0.767,,approved
55,purchased_product_qty,qty_purchased,field,purchase,product.product,declaration,primary,,0.767,,approved
59,partner_bill_count,count_partner_supplier_invoice,field,purchase,purchase.order,declaration,primary,,0.7,,approved
60,amount_total_cc,count_sent,field,purchase,purchase.order,declaration,primary,,0.6,,rejected
62,price_unit_discounted,price_unit_discounted_taxinc,field,purchase,purchase.order.line,declaration,primary,,0.85,,approved
334,price_unit_discounted,price_unit_discounted_taxinc,field,purchase_stock,purchase.order.line,reference,self_reference,_prepare_account_move_line,0.873,62,approved
63,invoice_lines,invoice_line_ids,field,purchase,purchase.order.line,declaration,primary,,0.767,,approved
335,invoice_lines,invoice_line_ids,field,purchase,purchase.order.line,reference,self_reference,_get_invoice_lines,0.858,63,approved
64,qty_received_method,qty_transfered_method,field,purchase,purchase.order.line,declaration,primary,,0.6,,approved
101,qty_received_method,qty_transfered_method,field,purchase_stock,purchase.order.line,declaration,inheritance,,0.6,64,approved
65,po_order_approval,po_approval,field,purchase,res.config.settings,declaration,primary,,0.6,,approved
337,po_order_approval,po_approval,field,purchase,res.config.settings,reference,self_reference,set_values,0.828,65,approved
68,_compute_purchase_order_name,_compute_count_purchase_order,method,purchase,account.move,declaration,primary,,0.7,,approved
69,_prepare_line_values_for_purchase,_prepare_purchase_line_vals,method,purchase,account.move.line,declaration,primary,,0.7,,approved
70,_compute_purchased_product_qty,_compute_qty_purchased,method,purchase,product.template,declaration,primary,,0.85,,approved
71,_compute_purchased_product_qty,_compute_qty_purchased,method,purchase,product.product,declaration,primary,,0.85,,approved
76,_compute_amount_total_cc,_compute_amounts,method,purchase,purchase.order,declaration,primary,,0.85,,rejected
77,_check_order_line_company_id,_check_line_ids_company_id,method,purchase,purchase.order,declaration,primary,,0.85,,approved
78,action_create_invoice,create_invoice,method,purchase,purchase.order,declaration,primary,,0.767,,approved
79,_prepare_invoice,_prepare_invoice_vals,method,purchase,purchase.order,declaration,primary,,0.767,,approved
339,_prepare_invoice,_prepare_invoice_vals,method,purchase_stock,purchase.order,super_call,inheritance,_prepare_invoice,0.81,79,approved
109,_prepare_invoice,_prepare_invoice_vals,method,purchase_stock,purchase.order,declaration,inheritance,,0.767,79,approved
80,get_order_timezone,get_timezone,method,purchase,purchase.order,declaration,primary,,0.6,,approved
340,get_order_timezone,get_timezone,method,purchase,purchase.order,call,self_call,get_localized_date_planned,0.828,80,approved
81,_add_supplier_to_product,_create_supplier_for_product,method,purchase,purchase.order,declaration,primary,,0.6,,approved
85,_compute_price_unit_and_date_planned_and_name,_compute_name_price_unit_discount_date_planned,method,purchase,purchase.order.line,declaration,primary,,0.85,,approved
97,_compute_price_unit_and_date_planned_and_name,_compute_name_price_unit_discount_date_planned,method,purchase_requisition,purchase.order.line,declaration,inheritance,,0.85,85,approved
344,_compute_price_unit_and_date_planned_and_name,_compute_name_price_unit_discount_date_planned,method,purchase_requisition,purchase.order.line,super_call,inheritance,_compute_price_unit_and_date_planned_and_name,0.825,85,approved
86,_get_invoice_lines,_get_invoice_line_ids,method,purchase,purchase.order.line,declaration,primary,,0.767,,approved
87,_compute_amount,_compute_amounts,method,purchase,purchase.order.line,declaration,primary,,0.767,,approved
88,_compute_qty_received_method,_compute_qty_transfered_method,method,purchase,purchase.order.line,declaration,primary,,0.7,,approved
345,_compute_qty_received_method,_compute_qty_transfered_method,method,purchase_stock,purchase.order.line,super_call,inheritance,_compute_qty_received_method,0.799,88,approved
89,_product_id_change,_compute_product_updatable,method,purchase,purchase.order.line,declaration,primary,,0.6,,approved
346,_product_id_change,_compute_product_updatable,method,purchase,purchase.order.line,call,self_call,onchange_product_id,0.828,89,approved
90,_compute_qty_invoiced,_get_compute_product_qty,method,purchase,purchase.order.line,declaration,primary,,0.6,,approved
99,incoming_picking_count,count_picking_ids,field,purchase_stock,purchase.order,declaration,primary,,0.767,,approved
100,group_id,procurement_group_id,field,purchase_stock,purchase.order,declaration,primary,,0.6,,approved
355,group_id,procurement_group_id,field,purchase_stock,purchase.order,reference,self_reference,_prepare_picking,0.828,100,approved
102,group_id,procurement_group_id,field,purchase_stock,purchase.order.line,declaration,primary,,0.6,,approved
106,_prepare_group_vals,_prepare_procurement_group_vals,method,purchase_stock,purchase.order,declaration,primary,,0.85,,approved
358,_prepare_group_vals,_prepare_procurement_group_vals,method,purchase_stock,purchase.order,call,self_call,_prepare_picking,0.873,106,approved
359,_prepare_group_vals,_prepare_procurement_group_vals,method,stock_dropshipping,purchase.order,super_call,inheritance,_prepare_group_vals,0.825,106,approved
246,_prepare_group_vals,_prepare_procurement_group_vals,method,stock_dropshipping,purchase.order,declaration,primary,,0.85,,approved
360,_prepare_group_vals,_prepare_procurement_group_vals,method,purchase_stock,purchase.order,call,self_call,_prepare_picking,0.873,246,approved
361,_prepare_group_vals,_prepare_procurement_group_vals,method,stock_dropshipping,purchase.order,super_call,inheritance,_prepare_group_vals,0.825,246,approved
107,_compute_incoming_picking_count,_compute_count_picking_ids,method,purchase_stock,purchase.order,declaration,primary,,0.85,,approved
362,_compute_incoming_picking_count,_compute_count_picking_ids,method,stock_dropshipping,purchase.order,super_call,inheritance,_compute_incoming_picking_count,0.825,107,approved
247,_compute_incoming_picking_count,_compute_count_picking_ids,method,stock_dropshipping,purchase.order,declaration,primary,,0.85,,approved
363,_compute_incoming_picking_count,_compute_count_picking_ids,method,stock_dropshipping,purchase.order,super_call,inheritance,_compute_incoming_picking_count,0.825,247,approved
110,_get_final_location_record,_get_location_final,method,purchase_stock,purchase.order,declaration,primary,,0.767,,approved
111,_compute_picking_ids,_compute_count_picking_ids,method,purchase_stock,purchase.order,declaration,primary,,0.767,,approved
117,_prepare_stock_moves,_get_stock_moves,method,purchase_stock,purchase.order.line,declaration,primary,,0.767,,approved
365,_prepare_stock_moves,_get_stock_moves,method,sale_purchase_stock,purchase.order.line,super_call,inheritance,_prepare_stock_moves,0.81,117,approved
118,_update_qty_received_method,_update_qty_transfered_method,method,purchase_stock,purchase.order.line,declaration,primary,,0.7,,approved
119,_get_stock_move_price_unit,_get_price_unit,method,purchase_stock,purchase.order.line,declaration,primary,,0.6,,approved
366,_get_stock_move_price_unit,_get_price_unit,method,purchase_stock,purchase.order.line,call,self_call,_prepare_stock_moves,0.828,119,approved
125,sale_order_ids_nbr,count_sale_order,field,sale,payment.transaction,declaration,primary,,0.6,,approved
132,amount_to_invoice,amount_to_invoice_taxinc,field,sale,sale.order,declaration,primary,,0.767,,approved
133,amount_invoiced,amount_invoiced_taxinc,field,sale,sale.order,declaration,primary,,0.767,,approved
136,invoice_lines,invoice_line_ids,field,sale,sale.order.line,declaration,primary,,0.767,,approved
477,invoice_lines,invoice_line_ids,field,sale,sale.order.line,reference,self_reference,_get_invoice_lines,0.858,136,approved
479,invoice_lines,invoice_line_ids,field,sale,sale.order.line,reference,self_reference,_prepare_invoice_line,0.858,136,approved
480,invoice_lines,invoice_line_ids,field,sale,sale.order.line,reference,self_reference,_get_downpayment_line_price_unit,0.858,136,approved
137,amount_to_invoice,amount_to_invoice_taxinc,field,sale,sale.order.line,declaration,primary,,0.767,,approved
138,amount_invoiced,amount_invoiced_taxinc,field,sale,sale.order.line,declaration,primary,,0.767,,approved
139,untaxed_amount_to_invoice,amount_to_invoice_taxexc,field,sale,sale.order.line,declaration,primary,,0.6,,approved
140,untaxed_amount_invoiced,amount_invoiced_taxexc,field,sale,sale.order.line,declaration,primary,,0.6,,approved
141,qty_delivered_method,qty_transfered_method,field,sale,sale.order.line,declaration,primary,,0.6,,approved
207,qty_delivered_method,qty_transfered_method,field,sale_project,sale.order.line,declaration,inheritance,,0.6,141,approved
142,product_uom_readonly,product_uom_updatable,field,sale,sale.order.line,declaration,primary,,0.6,,approved
143,order_partner_id,partner_id,field,sale,sale.order.line,declaration,primary,,0.6,,approved
481,order_partner_id,partner_id,field,website_sale,sale.order.line,reference,self_reference,_get_displayed_unit_price,0.828,143,approved
145,invoiced_amount,amount_invoiced_taxexc,field,sale,utm.campaign,declaration,primary,,0.767,,approved
148,_compute_invoiced,_compute_sales_invoiced,method,sale,crm.team,declaration,primary,,0.767,,approved
149,_compute_sale_order_ids_nbr,_compute_count_sale_order,method,sale,payment.transaction,declaration,primary,,0.7,,approved
157,_compute_invoice_status,_compute_invoice_state,method,sale,sale.order,declaration,primary,,0.85,,approved
158,_prepare_invoice,_prepare_invoice_vals,method,sale,sale.order,declaration,primary,,0.767,,approved
483,_prepare_invoice,_prepare_invoice_vals,method,sale_stock,sale.order,super_call,inheritance,_prepare_invoice,0.81,158,approved
229,_prepare_invoice,_prepare_invoice_vals,method,sale_stock,sale.order,declaration,inheritance,,0.767,158,approved
159,_get_invoiceable_lines,_get_order_lines_invoiceable,method,sale,sale.order,declaration,primary,,0.767,,approved
160,_get_confirmation_template,_get_mail_template_confirmation,method,sale,sale.order,declaration,primary,,0.767,,approved
484,_get_confirmation_template,_get_mail_template_confirmation,method,sale,sale.order,call,self_call,_find_mail_template,0.858,160,approved
485,_get_confirmation_template,_get_mail_template_confirmation,method,sale_management,sale.order,super_call,inheritance,_get_confirmation_template,0.81,160,approved
204,_get_confirmation_template,_get_mail_template_confirmation,method,sale_management,sale.order,declaration,inheritance,,0.767,160,approved
161,_find_mail_template,_get_mail_template,method,sale,sale.order,declaration,primary,,0.767,,approved
486,_find_mail_template,_get_mail_template,method,sale,sale.order,call,self_call,action_quotation_send,0.858,161,approved
162,_compute_amount_to_invoice,_compute_invoice_ids,method,sale,sale.order,declaration,primary,,0.767,,approved
487,_compute_amount_to_invoice,_compute_invoice_ids,method,pos_sale,sale.order,super_call,inheritance,_compute_amount_to_invoice,0.81,162,approved
164,_action_cancel,_hook_action_cancel,method,sale,sale.order,declaration,primary,,0.767,,approved
488,_action_cancel,_hook_action_cancel,method,sale,sale.order,call,self_call,action_cancel,0.858,164,approved
489,_action_cancel,_hook_action_cancel,method,sale_loyalty,sale.order,super_call,inheritance,_action_cancel,0.81,164,approved
490,_action_cancel,_hook_action_cancel,method,sale_purchase,sale.order,super_call,inheritance,_action_cancel,0.81,164,approved
491,_action_cancel,_hook_action_cancel,method,sale_stock,sale.order,super_call,inheritance,_action_cancel,0.81,164,approved
200,_action_cancel,_hook_action_cancel,method,sale_loyalty,sale.order,declaration,inheritance,,1,164,approved
215,_action_cancel,_hook_action_cancel,method,sale_purchase,sale.order,declaration,inheritance,,1,164,approved
227,_action_cancel,_hook_action_cancel,method,sale_stock,sale.order,declaration,inheritance,,1,164,approved
512,_action_cancel,action_cancel,method,sale,sale.order,call,self_call,action_cancel,0.9,164,rejected
513,_action_cancel,action_cancel,method,sale_loyalty,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
514,_action_cancel,action_cancel,method,sale_purchase,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
515,_action_cancel,action_cancel,method,sale_stock,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
516,_action_cancel,action_cancel,method,sale,sale.order,call,self_call,action_cancel,0.9,164,rejected
517,_action_cancel,action_cancel,method,sale_loyalty,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
518,_action_cancel,action_cancel,method,sale_purchase,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
519,_action_cancel,action_cancel,method,sale_stock,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
520,_action_cancel,action_cancel,method,sale,sale.order,call,self_call,action_cancel,0.9,164,rejected
521,_action_cancel,action_cancel,method,sale_loyalty,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
522,_action_cancel,action_cancel,method,sale_purchase,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
523,_action_cancel,action_cancel,method,sale_stock,sale.order,super_call,inheritance,_action_cancel,0.85,164,rejected
165,_send_payment_succeeded_for_order_mail,_mail_payment_succeeded,method,sale,sale.order,declaration,primary,,0.7,,approved
492,_send_payment_succeeded_for_order_mail,_mail_payment_succeeded,method,website_sale,sale.order,super_call,inheritance,_send_payment_succeeded_for_order_mail,0.799,165,approved
253,_send_payment_succeeded_for_order_mail,_mail_payment_succeeded,method,website_sale,sale.order,declaration,inheritance,,0.7,165,approved
166,action_open_business_doc,action_view_approval_request,method,sale,sale.order,declaration,primary,,0.671,,approved
167,_send_order_notification_mail,_mail_notification,method,sale,sale.order,declaration,primary,,0.6,,approved
493,_send_order_notification_mail,_mail_notification,method,sale_async_emails,sale.order,super_call,inheritance,_send_order_notification_mail,0.782,167,approved
199,_send_order_notification_mail,_mail_notification,method,sale_async_emails,sale.order,declaration,inheritance,,0.6,167,approved
168,_send_order_confirmation_mail,_mail_confirmation,method,sale,sale.order,declaration,primary,,0.6,,approved
494,_send_order_confirmation_mail,_mail_confirmation,method,sale,sale.order,call,self_call,action_confirm,0.828,168,approved
170,_create_account_invoices,_hook_create_invoices,method,sale,sale.order,declaration,primary,,0.6,,approved
495,_create_account_invoices,_hook_create_invoices,method,sale,sale.order,call,self_call,_create_invoices,0.828,170,approved
171,_compute_expected_date,_compute_date_planned,method,sale,sale.order,declaration,primary,,0.6,,approved
496,_compute_expected_date,_compute_date_planned,method,sale_stock,sale.order,super_call,inheritance,_compute_expected_date,0.782,171,approved
232,_compute_expected_date,_compute_date_planned,method,sale_stock,sale.order,declaration,inheritance,,0.6,171,approved
172,_update_order_line_info,_get_order_lines_price_updatable,method,sale,sale.order,declaration,primary,,0.529,,rejected
497,_update_order_line_info,_get_order_lines_price_updatable,method,delivery,sale.order,super_call,inheritance,_update_order_line_info,0.77,172,rejected
173,_get_product_catalog_record_lines,_can_confirm_lines_have_product,method,sale,sale.order,declaration,primary,,0.529,,rejected
182,_get_delivered_quantity_by_analytic,_get_qty_delivered_by_analytic,method,sale,sale.order.line,declaration,primary,,0.85,,approved
183,_compute_invoice_status,_compute_invoice_state,method,sale,sale.order.line,declaration,primary,,0.85,,approved
184,_compute_amount_to_invoice,_compute_invoice_amounts,method,sale,sale.order.line,declaration,primary,,0.85,,approved
185,_sellable_lines_domain,_get_domain_sellable,method,sale,sale.order.line,declaration,primary,,0.767,,approved
504,_sellable_lines_domain,_get_domain_sellable,method,sale_loyalty,sale.order.line,super_call,inheritance,_sellable_lines_domain,0.81,185,approved
202,_sellable_lines_domain,_get_domain_sellable,method,sale_loyalty,sale.order.line,declaration,inheritance,,0.767,185,approved
505,_sellable_lines_domain,_get_domain_sellable,method,sale_project,sale.order.line,call,cross_model_call,_domain_sale_line_id,0.763,185,approved
186,_prepare_invoice_line,_prepare_aml_vals,method,sale,sale.order.line,declaration,primary,,0.767,,approved
507,_prepare_invoice_line,_prepare_aml_vals,method,sale_project,sale.order.line,super_call,inheritance,_prepare_invoice_line,0.81,186,approved
187,_get_invoice_lines,_get_invoice_line_ids,method,sale,sale.order.line,declaration,primary,,0.767,,approved
508,_get_invoice_lines,_get_invoice_line_ids,method,sale,sale.order.line,call,self_call,_get_downpayment_description,0.858,187,approved
509,_get_invoice_lines,_get_invoice_line_ids,method,sale,sale.order.line,call,self_call,_get_downpayment_state,0.858,187,approved
188,_compute_amount,_compute_amounts,method,sale,sale.order.line,declaration,primary,,0.767,,approved
189,_compute_untaxed_amount_to_invoice,_compute_invoice_amounts,method,sale,sale.order.line,declaration,primary,,0.7,,approved
190,_compute_qty_delivered_method,_compute_qty_transfered_method,method,sale,sale.order.line,declaration,primary,,0.7,,approved
510,_compute_qty_delivered_method,_compute_qty_transfered_method,method,sale_project,sale.order.line,super_call,inheritance,_compute_qty_delivered_method,0.799,190,approved
511,_compute_qty_delivered_method,_compute_qty_transfered_method,method,sale_stock,sale.order.line,super_call,inheritance,_compute_qty_delivered_method,0.799,190,approved
211,_compute_qty_delivered_method,_compute_qty_transfered_method,method,sale_project,sale.order.line,declaration,inheritance,,0.7,190,approved
192,_compute_amount_invoiced,_compute_invoice_amounts,method,sale,sale.order.line,declaration,primary,,0.7,,approved
194,_compute_qty_to_invoice,_compute_invoice_state,method,sale,sale.order.line,declaration,primary,,0.6,,rejected
208,_get_projects_for_invoice_status,_get_projects_for_invoice_state,method,sale_project,project.project,declaration,primary,,0.85,,approved
530,_get_projects_for_invoice_status,_get_projects_for_invoice_state,method,sale_project,project.project,call,self_call,_compute_has_any_so_to_invoice,0.873,208,approved
531,_get_projects_for_invoice_status,_get_projects_for_invoice_state,method,sale_project,project.project,call,self_call,_compute_has_any_so_with_nothing_to_invoice,0.873,208,approved
224,virtual_available_at_date,qty_available_virtual_at_date,field,sale_stock,sale.order.line,declaration,primary,,0.85,,approved
230,_compute_picking_ids,_compute_count_picking_ids,method,sale_stock,sale.order,declaration,primary,,0.767,,rejected
538,_compute_picking_ids,_compute_count_picking_ids,method,stock_dropshipping,sale.order,super_call,inheritance,_compute_picking_ids,0.81,230,rejected
249,_compute_picking_ids,_compute_count_picking_ids,method,stock_dropshipping,sale.order,declaration,primary,,0.767,,rejected
539,_compute_picking_ids,_compute_count_picking_ids,method,stock_dropshipping,sale.order,super_call,inheritance,_compute_picking_ids,0.81,249,rejected
237,forecast_expected_date,forecast_date_planned,field,stock,stock.move,declaration,primary,,0.6,,approved
543,forecast_expected_date,forecast_date_planned,field,stock,stock.move,reference,self_reference,_compute_forecast_information,0.828,237,approved
244,_has_scrap_move,_compute_has_scrap_move,method,stock,stock.picking,declaration,primary,,0.767,,approved
245,_compute_scheduled_date,_compute_date_planned,method,stock,stock.picking,declaration,primary,,0.6,,approved
251,onchange_scheduled_date,onchange_date_planned,method,stock_picking_batch,stock.picking.batch,declaration,primary,,0.6,,approved
252,_compute_scheduled_date,_compute_date_planned,method,stock_picking_batch,stock.picking.batch,declaration,primary,,0.6,,approved
544,product_variant_count,count_product_variant,field,stock,product.template,reference,cross_module,_compute_show_qty_update_button,0.882,29,approved
545,delay_alert_date,date_delay_alert,field,mrp,mrp.production,declaration,primary,,0.9,,approved
546,_compute_delay_alert_date,_compute_date_delay_alert,method,mrp,mrp.production,declaration,primary,,0.9,,approved
547,_search_delay_alert_date,_search_date_delay_alert,method,mrp,mrp.production,declaration,primary,,0.9,,approved
548,delay_alert_date,date_delay_alert,field,mrp,stock.move,reference,cross_module,@api.depends move_raw_ids,0.9,236,approved
549,forecast_expected_date,forecast_date_planned,field,mrp,stock.move,reference,cross_module,@api.depends move_raw_ids,0.9,237,approved
550,product_variant_count,count_product_variant,field,mrp,product.template,reference,cross_module,xpath inherited view,0.9,29,approved
